file_path,caption
../datalake/PASTIS24/pickle24x24/40083_19.pickle,"This land shows the presence of the crop of soft winter wheat occupying around 5000 m2, corn with an estimated surface of 42300 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20495_6.pickle,"This area has been identified with the crop of meadow with an estimated surface of 33700 m2, leguminous fodder spanning approximately 6200 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40447_19.pickle,"The crop appearing in the image is meadow with an estimated size of 4600 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10343_7.pickle,"The image reveals a crop of meadow with an estimated surface of 22100 m2, soft winter wheat with an approximate area of 700 m2, corn with a coverage of approximately 1000 m2, winter rapeseed covering about 3200 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30305_9.pickle,"This land shows the presence of the crop of meadow covering about 52800 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10175_0.pickle,"The image represents a cultivated area of meadow with a dimension close to 600 m2, mixed cereal representing an area of around 14100 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10410_14.pickle,"This land shows the presence of the crop of soft winter wheat with an estimated surface of 11500 m2, corn with a coverage of approximately 44000 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10421_13.pickle,"In the image, the cultivated area corresponds to soft winter wheat with a coverage of approximately 29300 m2, beet with an approximate area of 17600 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40055_24.pickle,"The crop of is visible in the image soft winter wheat occupying around 1300 m2, corn spanning approximately 51900 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30199_5.pickle,The image shows no sign of any crop.
../datalake/PASTIS24/pickle24x24/40051_11.pickle,"This land shows the presence of the crop of meadow covering an area close to 2100 m2, corn with an estimated surface of 37600 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40196_3.pickle,"The image highlights the crop of winter triticale covering about 39000 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10034_24.pickle,"A cultivated area with can be observed meadow with an estimated size of 20400 m2, corn with an estimated size of 15800 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30704_6.pickle,"The crop appearing in the image is meadow with an estimated size of 13300 m2, corn occupying around 32000 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10228_11.pickle,"In the image, the cultivated area corresponds to meadow representing an area of around 12800 m2, soft winter wheat with a coverage of approximately 42000 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30247_10.pickle,"The image shows the presence of meadow covering about 36900 m2, winter rapeseed spanning approximately 8900 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20016_6.pickle,The image shows no sign of any crop.
../datalake/PASTIS24/pickle24x24/20049_19.pickle,"This land shows the presence of the crop of grapevine covering an area close to 54000 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40216_21.pickle,"The image represents a cultivated area of meadow with an estimated surface of 45600 m2, soft winter wheat with an estimated surface of 11800 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20632_9.pickle,"The crop appearing in the image is leguminous fodder with an approximate area of 3100 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40551_14.pickle,The image corresponds to an area without detected crops.
../datalake/PASTIS24/pickle24x24/30133_21.pickle,"This land shows the presence of the crop of fruits,  vegetables, flowers covering about 200 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20049_20.pickle,"The crop of can be seen in the image winter barley covering an area close to 20600 m2, leguminous fodder with a coverage of approximately 6700 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40055_0.pickle,"A crop of can be identified in the image meadow with an approximate area of 3900 m2, corn covering an area close to 900 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40224_9.pickle,"The image shows a cultivated area of soft winter wheat with a coverage of approximately 5900 m2, corn occupying around 7600 m2, beet with an estimated size of 31000 m2, fruits,  vegetables, flowers covering about 2400 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20016_17.pickle,"The crop of can be seen in the image meadow with a dimension close to 3300 m2, soft winter wheat with a coverage of approximately 1500 m2, sunflower with a dimension close to 3600 m2, fruits,  vegetables, flowers with a dimension close to 20600 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10521_15.pickle,"The image represents a cultivated area of meadow covering an area close to 4600 m2, corn representing an area of around 12600 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40497_17.pickle,"The crop appearing in the image is meadow with an estimated size of 200 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10256_20.pickle,"A cultivated area with can be observed meadow representing an area of around 4800 m2, soft winter wheat occupying around 45500 m2, corn covering an area close to 4000 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40497_6.pickle,"The crop of can be seen in the image meadow spanning approximately 31700 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30265_2.pickle,"This area has been identified with the crop of meadow covering an area close to 11800 m2, corn with a dimension close to 9400 m2, winter rapeseed with an estimated surface of 15100 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30251_24.pickle,"In the image, the cultivated area corresponds to corn covering an area close to 6900 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10452_2.pickle,"The image displays the crop of meadow with an approximate area of 18300 m2, soft winter wheat with an approximate area of 20100 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40343_3.pickle,"The crop of can be seen in the image meadow representing an area of around 8600 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20650_20.pickle,"In the image, the cultivated area corresponds to corn with an estimated surface of 41900 m2, sorghum with an approximate area of 100 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40104_11.pickle,"The image highlights the crop of corn spanning approximately 46700 m2, beet occupying around 7200 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30133_3.pickle,"The image reveals a crop of meadow covering an area close to 16700 m2, winter triticale covering an area close to 10200 m2, mixed cereal covering an area close to 25500 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40241_14.pickle,"The crop appearing in the image is meadow with a coverage of approximately 47800 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40055_16.pickle,"The crop appearing in the image is soft winter wheat with an estimated size of 12700 m2, corn with an approximate area of 30900 m2, beet occupying around 11500 m2, soybeans with a dimension close to 800 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20562_7.pickle,"The image represents a cultivated area of meadow with a dimension close to 2800 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30317_23.pickle,"The image reveals a crop of meadow with an estimated size of 1700 m2, soft winter wheat covering about 22000 m2, corn spanning approximately 2400 m2, sunflower representing an area of around 20900 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20016_7.pickle,"The crop of can be seen in the image corn covering about 4100 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20606_3.pickle,There is no visible crop presence in this area.
../datalake/PASTIS24/pickle24x24/30430_15.pickle,"In the image, the cultivated area corresponds to meadow with an approximate area of 29500 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40288_18.pickle,"The crop appearing in the image is corn with a coverage of approximately 2300 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40018_24.pickle,The image corresponds to an area without detected crops.
../datalake/PASTIS24/pickle24x24/40288_11.pickle,"The crop appearing in the image is corn spanning approximately 800 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30569_9.pickle,"The image shows a cultivated area of meadow covering about 30000 m2, corn representing an area of around 11500 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10271_18.pickle,"The crop of can be seen in the image meadow with a dimension close to 4500 m2, soft winter wheat spanning approximately 26900 m2, winter rapeseed with a dimension close to 24000 m2, spring barley representing an area of around 700 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20156_17.pickle,"The image reflects the crop of sunflower occupying around 28600 m2, beet representing an area of around 10900 m2, winter durum wheat with an approximate area of 600 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40191_2.pickle,"The image highlights the crop of soft winter wheat with an estimated size of 15100 m2, corn occupying around 4200 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10014_9.pickle,"The image displays the crop of meadow covering about 4800 m2, winter rapeseed occupying around 6100 m2, spring barley with an estimated surface of 27400 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40528_5.pickle,"The image shows a cultivated area of meadow occupying around 5400 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40424_7.pickle,"In the image, the cultivated area corresponds to meadow representing an area of around 52100 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40003_17.pickle,"The image reflects the crop of soft winter wheat occupying around 23300 m2, corn with an approximate area of 31500 m2, beet with an approximate area of 500 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10452_7.pickle,"The image reflects the crop of meadow with a dimension close to 4900 m2, soft winter wheat with a dimension close to 51500 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40306_24.pickle,"In the image, the cultivated area corresponds to winter barley covering about 15600 m2, winter rapeseed with an estimated surface of 2800 m2, sunflower with an approximate area of 7700 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20366_23.pickle,"The image reveals a crop of fruits,  vegetables, flowers with an estimated surface of 6900 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10405_7.pickle,"The image reflects the crop of meadow with an approximate area of 30900 m2, corn with a dimension close to 5000 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30015_10.pickle,"The image highlights the crop of grapevine covering about 27900 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10465_18.pickle,"A crop of can be identified in the image meadow with an estimated size of 19200 m2, winter barley with an approximate area of 1200 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20294_23.pickle,"The image reflects the crop of meadow with an approximate area of 200 m2, sorghum covering an area close to 1200 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10228_5.pickle,"In the image, the cultivated area corresponds to soft winter wheat covering an area close to 22900 m2, beet covering about 14800 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10113_22.pickle,"The image shows a cultivated area of soft winter wheat with a coverage of approximately 24800 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40187_15.pickle,"The crop appearing in the image is meadow with a coverage of approximately 13700 m2, soft winter wheat covering an area close to 3800 m2, corn occupying around 15100 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20363_6.pickle,"The image reveals a crop of orchard with a coverage of approximately 24200 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30575_18.pickle,"The image reveals a crop of soft winter wheat spanning approximately 1300 m2, corn covering about 3000 m2, winter rapeseed covering an area close to 20200 m2, orchard spanning approximately 28800 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20374_6.pickle,The image shows no sign of any crop.
../datalake/PASTIS24/pickle24x24/20365_7.pickle,"A crop of can be identified in the image leguminous fodder covering about 6200 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30347_11.pickle,"A crop of can be identified in the image winter barley covering an area close to 57300 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10234_6.pickle,"The crop appearing in the image is meadow with an approximate area of 38000 m2, corn with a coverage of approximately 800 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40096_11.pickle,"The image represents a cultivated area of soft winter wheat with a dimension close to 31900 m2, corn with an estimated size of 9200 m2, soybeans occupying around 2000 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10038_5.pickle,"This land shows the presence of the crop of soft winter wheat spanning approximately 2600 m2, winter rapeseed covering about 32000 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30630_3.pickle,"A crop of can be identified in the image meadow spanning approximately 55200 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40036_8.pickle,"The image represents a cultivated area of corn with an estimated surface of 25100 m2, beet representing an area of around 31700 m2, fruits,  vegetables, flowers with an estimated surface of 100 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30081_11.pickle,"This area has been identified with the crop of meadow occupying around 50700 m2, soft winter wheat with a dimension close to 1000 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20113_23.pickle,"The image shows the presence of meadow covering about 1900 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10002_20.pickle,"The image displays the crop of meadow with an estimated surface of 3500 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30493_5.pickle,"The crop of is visible in the image sunflower with an estimated surface of 1700 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10257_1.pickle,"The image highlights the crop of meadow with an estimated surface of 30900 m2, corn spanning approximately 24800 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30407_12.pickle,"This area has been identified with the crop of meadow occupying around 1700 m2, soft winter wheat covering an area close to 19700 m2, soybeans representing an area of around 3200 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40505_6.pickle,"In the image, the cultivated area corresponds to meadow occupying around 2400 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30467_16.pickle,"A crop of can be identified in the image meadow covering about 6400 m2, grapevine representing an area of around 1400 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30570_3.pickle,"The image reveals a crop of soft winter wheat covering an area close to 31000 m2, corn with an estimated size of 6300 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40110_21.pickle,"The image highlights the crop of soft winter wheat with a dimension close to 26700 m2, corn representing an area of around 11800 m2, beet with an approximate area of 13700 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30205_17.pickle,"The image shows the presence of meadow spanning approximately 40900 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30207_4.pickle,"This land shows the presence of the crop of meadow with a coverage of approximately 24600 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40452_11.pickle,"This area has been identified with the crop of winter barley with an estimated surface of 57600 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30430_18.pickle,"The image represents a cultivated area of meadow occupying around 57200 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10166_0.pickle,"The image highlights the crop of meadow with an estimated surface of 3300 m2, winter barley with an estimated size of 15300 m2, leguminous fodder covering an area close to 14100 m2, mixed cereal with a dimension close to 2800 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20317_21.pickle,"The image represents a cultivated area of soft winter wheat covering an area close to 8600 m2, grapevine with a coverage of approximately 4600 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30401_24.pickle,"The image shows the presence of corn with an estimated size of 49300 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20051_9.pickle,"A cultivated area with can be observed winter durum wheat with an estimated size of 28400 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30134_24.pickle,"A crop of can be identified in the image meadow occupying around 5500 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10516_21.pickle,"The image represents a cultivated area of meadow occupying around 15300 m2, soft winter wheat with an approximate area of 6000 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40557_3.pickle,"This area has been identified with the crop of beet with an estimated size of 19500 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20586_21.pickle,"A crop of can be identified in the image meadow covering an area close to 54300 m2, leguminous fodder covering about 1000 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20562_8.pickle,"The image displays the crop of soft winter wheat with an estimated surface of 28900 m2, winter durum wheat covering about 8600 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30582_23.pickle,"The crop of can be seen in the image meadow representing an area of around 37400 m2, corn with a dimension close to 3500 m2, leguminous fodder with an estimated size of 1900 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40110_20.pickle,"This area has been identified with the crop of corn with an approximate area of 27800 m2, beet with a coverage of approximately 1800 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40535_18.pickle,"The image reflects the crop of meadow with a dimension close to 19600 m2, grapevine with an estimated surface of 6900 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20422_18.pickle,"The crop of can be seen in the image fruits,  vegetables, flowers covering about 800 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40159_3.pickle,"In the image, the cultivated area corresponds to soft winter wheat covering about 19800 m2, corn with a coverage of approximately 22900 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20549_5.pickle,The image shows no signs of agricultural activity.
../datalake/PASTIS24/pickle24x24/20481_15.pickle,"The image displays the crop of sunflower representing an area of around 14900 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30236_24.pickle,"The image shows a cultivated area of meadow with a dimension close to 1600 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30182_17.pickle,"The crop of can be seen in the image meadow with an estimated surface of 19200 m2, soft winter wheat covering about 3000 m2, soybeans with an approximate area of 23700 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20150_21.pickle,"The image shows a cultivated area of sunflower covering about 14500 m2, grapevine covering an area close to 22300 m2, winter durum wheat with an estimated size of 100 m2, fruits,  vegetables, flowers spanning approximately 16800 m2, leguminous fodder covering about 100 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40183_17.pickle,"This land shows the presence of the crop of soft winter wheat covering about 46000 m2, winter rapeseed covering an area close to 4100 m2, spring barley occupying around 300 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10505_14.pickle,"This area has been identified with the crop of meadow occupying around 24100 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30518_10.pickle,"A crop of can be identified in the image meadow with a dimension close to 7200 m2, soft winter wheat occupying around 5900 m2, winter rapeseed covering an area close to 6800 m2, soybeans with an estimated surface of 3700 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30281_5.pickle,"The image represents a cultivated area of meadow with an approximate area of 29300 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30081_17.pickle,"A crop of can be identified in the image meadow representing an area of around 10300 m2, soft winter wheat with an estimated size of 5400 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10020_7.pickle,"In the image, the cultivated area corresponds to meadow with a coverage of approximately 13600 m2, corn occupying around 600 m2, mixed cereal spanning approximately 10400 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30480_8.pickle,"The image reflects the crop of sunflower with an estimated size of 4500 m2, soybeans with an estimated size of 2600 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10489_4.pickle,"The image displays the crop of meadow with a coverage of approximately 17700 m2, soft winter wheat covering an area close to 1300 m2, corn covering an area close to 1600 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40433_17.pickle,"The crop of can be seen in the image soft winter wheat covering an area close to 40600 m2, winter rapeseed with a coverage of approximately 15800 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40227_22.pickle,"The image shows a cultivated area of meadow with an estimated surface of 11600 m2, leguminous fodder occupying around 900 m2, which corresponds to a relevant part of the cultivated area in this zone: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30594_17.pickle,"The crop appearing in the image is meadow covering an area close to 47300 m2, winter triticale with an estimated size of 4700 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10004_15.pickle,"In the image, the cultivated area corresponds to fruits,  vegetables, flowers with an estimated size of 6900 m2, which corresponds to a considerable share of the available agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40010_5.pickle,"This land shows the presence of the crop of soft winter wheat covering an area close to 5900 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10317_1.pickle,"The image shows a cultivated area of meadow with an approximate area of 49100 m2, corn with a coverage of approximately 100 m2, which represents a significant percentage of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30247_16.pickle,"The crop of is visible in the image meadow covering an area close to 3100 m2, winter rapeseed with a dimension close to 47700 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30448_2.pickle,"In the image, the cultivated area corresponds to meadow with an approximate area of 11800 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10391_17.pickle,"The image shows a cultivated area of meadow with an approximate area of 16700 m2, corn covering an area close to 29900 m2, mixed cereal occupying around 100 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30645_9.pickle,"The image shows the presence of meadow covering about 34800 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10504_7.pickle,"The crop of can be seen in the image meadow covering about 56500 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20226_7.pickle,No crop presence was recorded in this region.
../datalake/PASTIS24/pickle24x24/30395_5.pickle,"The crop appearing in the image is meadow with an approximate area of 37600 m2, winter barley covering about 12000 m2, which represents a prominent portion of the region’s agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30309_21.pickle,"The image reveals a crop of meadow covering an area close to 57100 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20602_20.pickle,No visible crops appear in the analyzed image.
../datalake/PASTIS24/pickle24x24/20110_22.pickle,"A cultivated area with can be observed fruits,  vegetables, flowers covering an area close to 14300 m2, which accounts for a considerable fraction of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20185_22.pickle,"This land shows the presence of the crop of meadow with an estimated surface of 17500 m2, which forms an essential part of the total agricultural area: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30253_21.pickle,"The image shows the presence of soft winter wheat representing an area of around 34300 m2, soybeans with a coverage of approximately 23200 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10126_11.pickle,"The image reveals a crop of soft winter wheat covering about 10800 m2, leguminous fodder with an estimated size of 44500 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10339_4.pickle,"The image shows the presence of meadow covering an area close to 29100 m2, corn occupying around 8600 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20603_24.pickle,"The image highlights the crop of meadow occupying around 4800 m2, corn covering an area close to 9400 m2, sunflower covering an area close to 28300 m2, which equals a meaningful portion of the cultivated land in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/20056_6.pickle,"This land shows the presence of the crop of meadow covering about 800 m2, leguminous fodder with an estimated surface of 34600 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10002_22.pickle,"In the image, the cultivated area corresponds to meadow with an estimated surface of 17500 m2, soft winter wheat covering an area close to 400 m2, fruits,  vegetables, flowers with a dimension close to 18800 m2, which represents a significant portion of the total cultivated land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/10498_5.pickle,"The crop of is visible in the image corn representing an area of around 56900 m2, which constitutes an important part of the agricultural area in the region: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/30482_9.pickle,"The crop appearing in the image is meadow with a dimension close to 5200 m2, soft winter wheat representing an area of around 6700 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
../datalake/PASTIS24/pickle24x24/40528_11.pickle,"The image reveals a crop of meadow occupying around 1400 m2, which covers a notable fraction of the total arable land: 57600 m2.
"
